company,category,date,aum,new_issue,nav_change,holding_sales
工银瑞信基金,total,20250630,7985,-82.26,-68.55,-306.19
工银瑞信基金,total,20250331,8526,0,0,0
工银瑞信基金,total,20241231,8442,0,0,0
工银瑞信基金,money,20250630,3739,-10.65,-31.95,-170.4
工银瑞信基金,money,20250331,3992,0,0,0
工银瑞信基金,money,20241231,3952,0,0,0
工银瑞信基金,non_money,20250630,4246,-24.3,-43.74,-174.96
工银瑞信基金,non_money,20250331,4533,0,0,0
工银瑞信基金,non_money,20241231,4489,0,0,0
国泰基金,total,20250630,7651,87.84,54.9,406.26
国泰基金,total,20250331,7173,0,0,0
国泰基金,total,20241231,7102,0,0,0
国泰基金,money,20250630,3291,7.11,2.37,227.52
国泰基金,money,20250331,3085,0,0,0
国泰基金,money,20241231,3054,0,0,0
国泰基金,non_money,20250630,4360,53.21,106.42,153.37
国泰基金,non_money,20250331,4087,0,0,0
国泰基金,non_money,20241231,4047,0,0,0
华安基金,total,20250630,7489,35.46,94.56,460.98
华安基金,total,20250331,6966,0,0,0
华安基金,total,20241231,6898,0,0,0
华安基金,money,20250630,3039,48.0,57.6,134.4
华安基金,money,20250331,2826,0,0,0
华安基金,money,20241231,2799,0,0,0
华安基金,non_money,20250630,4450,91.52,38.72,221.76
华安基金,non_money,20250331,4139,0,0,0
华安基金,non_money,20241231,4098,0,0,0
华泰柏瑞基金,total,20250630,7081,55.08,52.02,198.9
华泰柏瑞基金,total,20250331,6842,0,0,0
华泰柏瑞基金,total,20241231,6775,0,0,0
华泰柏瑞基金,money,20250630,874,3.8,7.98,26.22
华泰柏瑞基金,money,20250331,844,0,0,0
华泰柏瑞基金,money,20241231,836,0,0,0
华泰柏瑞基金,non_money,20250630,6207,45.73,48.42,174.85
华泰柏瑞基金,non_money,20250331,5997,0,0,0
华泰柏瑞基金,non_money,20241231,5938,0,0,0
兴证全球基金,total,20250630,7034,134.94,134.94,249.12
兴证全球基金,total,20250331,6580,0,0,0
兴证全球基金,total,20241231,6515,0,0,0
兴证全球基金,money,20250630,4140,82.62,6.12,217.26
兴证全球基金,money,20250331,3872,0,0,0
兴证全球基金,money,20241231,3834,0,0,0
兴证全球基金,non_money,20250630,2894,19.26,64.2,130.54
兴证全球基金,non_money,20250331,2707,0,0,0
兴证全球基金,non_money,20241231,2680,0,0,0
中银基金,total,20250630,6771,69.96,151.58,361.46
中银基金,total,20250331,6249,0,0,0
中银基金,total,20241231,6188,0,0,0
中银基金,money,20250630,3590,9.3,80.6,220.1
中银基金,money,20250331,3313,0,0,0
中银基金,money,20241231,3280,0,0,0
中银基金,non_money,20250630,3181,21.92,27.4,224.68
中银基金,non_money,20250331,2935,0,0,0
中银基金,non_money,20241231,2907,0,0,0
平安基金,total,20250630,6602,57.27,69.72,122.01
平安基金,total,20250331,6416,0,0,0
平安基金,total,20241231,6353,0,0,0
平安基金,money,20250630,4037,21.42,19.89,111.69
平安基金,money,20250331,3923,0,0,0
平安基金,money,20241231,3884,0,0,0
平安基金,non_money,20250630,2565,17.46,17.46,62.08
平安基金,non_money,20250331,2492,0,0,0
平安基金,non_money,20241231,2468,0,0,0
景顺长城基金,total,20250630,6575,44.03,150.96,434.01
景顺长城基金,total,20250331,6005,0,0,0
景顺长城基金,total,20241231,5946,0,0,0
景顺长城基金,money,20250630,1854,33.82,16.02,128.16
景顺长城基金,money,20250331,1693,0,0,0
景顺长城基金,money,20241231,1676,0,0,0
景顺长城基金,non_money,20250630,4721,76.84,94.92,280.24
景顺长城基金,non_money,20250331,4311,0,0,0
景顺长城基金,non_money,20241231,4269,0,0,0
中欧基金,total,20250630,6139,144.5,102.0,603.5
中欧基金,total,20250331,5341,0,0,0
中欧基金,total,20241231,5289,0,0,0
中欧基金,money,20250630,2414,16.75,67.0,251.25
中欧基金,money,20250331,2100,0,0,0
中欧基金,money,20241231,2079,0,0,0
中欧基金,non_money,20250630,3724,139.32,170.28,206.4
中欧基金,non_money,20250331,3239,0,0,0
中欧基金,non_money,20241231,3208,0,0,0
银华基金,total,20250630,5806,60.06,46.2,355.74
银华基金,total,20250331,5397,0,0,0
银华基金,total,20241231,5344,0,0,0
银华基金,money,20250630,3384.0,0,19,472
银华基金,money,20250331,3138.5,0,0,0
银华基金,money,20241231,2893.0,0,0,0
银华基金,non_money,20250630,2423,42.46,28.95,121.59
银华基金,non_money,20250331,2252,0,0,0
银华基金,non_money,20241231,2230,0,0,0
永赢基金,total,20250630,5447,9.06,15.1,126.84
永赢基金,total,20250331,5348,0,0,0
永赢基金,total,20241231,5296,0,0,0
永赢基金,money,20250630,1861,2.08,11.96,37.96
永赢基金,money,20250331,1827,0,0,0
永赢基金,money,20241231,1809,0,0,0
永赢基金,non_money,20250630,3585,18.0,20.0,62.0
永赢基金,non_money,20250331,3519,0,0,0
永赢基金,non_money,20241231,3485,0,0,0
万家基金,total,20250630,5099,8.4,29.4,102.2
万家基金,total,20250331,5008,0,0,0
万家基金,total,20241231,4959,0,0,0
万家基金,money,20250630,3568,11.76,17.64,68.6
万家基金,money,20250331,3504,0,0,0
万家基金,money,20241231,3470,0,0,0
万家基金,non_money,20250630,1531,7.74,5.16,30.1
万家基金,non_money,20250331,1503,0,0,0
万家基金,non_money,20241231,1488,0,0,0
交银施罗德基金,total,20250630,4985,-58.95,-51.09,-282.96
交银施罗德基金,total,20250331,5431,0,0,0
交银施罗德基金,total,20241231,5378,0,0,0
交银施罗德基金,money,20250630,2457,-54.04,-52.11,-86.85
交银施罗德基金,money,20250331,2676,0,0,0
交银施罗德基金,money,20241231,2650,0,0,0
交银施罗德基金,non_money,20250630,2528,-47.76,-51.74,-99.5
交银施罗德基金,non_money,20250331,2754,0,0,0
交银施罗德基金,non_money,20241231,2727,0,0,0
兴业基金,total,20250630,4480,251.25,110.55,643.2
兴业基金,total,20250331,3509,0,0,0
兴业基金,total,20241231,3475,0,0,0
兴业基金,money,20250630,1740,50.83,11.73,328.44
兴业基金,money,20250331,1362,0,0,0
兴业基金,money,20241231,1349,0,0,0
兴业基金,non_money,20250630,2741,116.85,61.5,436.65
兴业基金,non_money,20250331,2146,0,0,0
兴业基金,non_money,20241231,2126,0,0,0
大成基金,total,20250630,4324,43.98,95.29,593.73
大成基金,total,20250331,3626,0,0,0
大成基金,total,20241231,3591,0,0,0
大成基金,money,20250630,1763,26.91,83.72,188.37
大成基金,money,20250331,1478,0,0,0
大成基金,money,20241231,1464,0,0,0
大成基金,non_money,20250630,2561,26.1,47.85,361.05
大成基金,non_money,20250331,2147,0,0,0
大成基金,non_money,20241231,2126,0,0,0
浦银安盛基金,total,20250630,3617,-44.66,-64.96,-93.38
浦银安盛基金,total,20250331,3858,0,0,0
浦银安盛基金,total,20241231,3820,0,0,0
浦银安盛基金,money,20250630,1917,-21.4,-9.63,-75.97
浦银安盛基金,money,20250331,2044,0,0,0
浦银安盛基金,money,20241231,2024,0,0,0
浦银安盛基金,non_money,20250630,1699,-18.05,-26.6,-50.35
浦银安盛基金,non_money,20250331,1812,0,0,0
浦银安盛基金,non_money,20241231,1794,0,0,0
华宝基金,total,20250630,3557,0.6,0.36,2.04
华宝基金,total,20250331,3589,0,0,0
华宝基金,total,20241231,3554,0,0,0
华宝基金,money,20250630,1772,0.18,0.26,1.56
华宝基金,money,20250331,1787,0,0,0
华宝基金,money,20241231,1770,0,0,0
华宝基金,non_money,20250630,1785,0.4,0.2,1.4
华宝基金,non_money,20250331,1801,0,0,0
华宝基金,non_money,20241231,1783,0,0,0
长城基金,total,20250630,3479,20.32,34.29,72.39
长城基金,total,20250331,3385,0,0,0
长城基金,total,20241231,3352,0,0,0
长城基金,money,20250630,2084,2.31,18.48,56.21
长城基金,money,20250331,2027,0,0,0
长城基金,money,20241231,2007,0,0,0
长城基金,non_money,20250630,1395,7.65,10.2,33.15
长城基金,non_money,20250331,1357,0,0,0
长城基金,non_money,20241231,1344,0,0,0
易方达基金,active_equity,20250630,2430.0,17,124,-226
易方达基金,active_equity,20250331,2480.5,0,0,0
易方达基金,active_equity,20241231,2531.0,0,0,0
广发基金,active_equity,20250630,1899.0,37,101,-108
广发基金,active_equity,20250331,1883.5,0,0,0
广发基金,active_equity,20241231,1868.0,0,0,0
银华基金,active_equity,20250630,719.0,10,52,-46
银华基金,active_equity,20250331,710.5,0,0,0
银华基金,active_equity,20241231,702.0,0,0,0
永赢基金,active_equity,20250630,413.0,4,23,219
永赢基金,active_equity,20250331,290.5,0,0,0
永赢基金,active_equity,20241231,168.0,0,0,0
鹏华基金,active_equity,20250630,762.0,7,65,48
鹏华基金,active_equity,20250331,702.5,0,0,0
鹏华基金,active_equity,20241231,643.0,0,0,0
中欧基金,active_equity,20250630,1824.0,21,144,-10
中欧基金,active_equity,20250331,1747.0,0,0,0
中欧基金,active_equity,20241231,1670.0,0,0,0
易方达基金,passive_equity,20241231,6104.84,0,0,0
易方达基金,passive_equity,20250331,6837.42,0,0,0
易方达基金,passive_equity,20250630,7570,293.03,439.55,732.58
易方达基金,fixed_income_plus,20241231,1895.0,0,0,0
易方达基金,fixed_income_plus,20250331,1969.0,0,0,0
易方达基金,fixed_income_plus,20250630,2043.0,0,34,77
易方达基金,fixed_income,20241231,2280.0,0,0,0
易方达基金,fixed_income,20250331,2408.0,0,0,0
易方达基金,fixed_income,20250630,2536.0,46,21,210
易方达基金,fof,20241231,106.0,0,0,0
易方达基金,fof,20250331,121.0,0,0,0
易方达基金,fof,20250630,136.0,3,3,23
易方达基金,passive_equity_etf_with_link,20241231,5760.0,0,0,0
易方达基金,passive_equity_etf_with_link,20250331,5977.0,0,0,0
易方达基金,passive_equity_etf_with_link,20250630,6194.0,47,218,168
易方达基金,passive_equity_etf_no_link,20241231,4906.0,0,0,0
易方达基金,passive_equity_etf_no_link,20250331,5063.0,0,0,0
易方达基金,passive_equity_etf_no_link,20250630,5220.0,47,178,89
华夏基金,active_equity,20241231,1360.0,0,0,0
华夏基金,active_equity,20250331,1345.5,0,0,0
华夏基金,active_equity,20250630,1331.0,8,60,-96
华夏基金,passive_equity,20241231,6619.35,0,0,0
华夏基金,passive_equity,20250331,7413.68,0,0,0
华夏基金,passive_equity,20250630,8208,317.73,476.59,794.32
华夏基金,fixed_income_plus,20241231,621.21,0,0,0
华夏基金,fixed_income_plus,20250331,618.11,0,0,0
华夏基金,fixed_income_plus,20250630,615,0,-1.86,-4.35
华夏基金,fixed_income,20241231,2460.0,0,0,0
华夏基金,fixed_income,20250331,2508.0,0,0,0
华夏基金,fixed_income,20250630,2556.0,50,18,-11
华夏基金,fof,20241231,85.0,0,0,0
华夏基金,fof,20250331,87.5,0,0,0
华夏基金,fof,20250630,90.0,11,3,-9
华夏基金,passive_equity_etf_with_link,20241231,6527.0,0,0,0
华夏基金,passive_equity_etf_with_link,20250331,6875.5,0,0,0
华夏基金,passive_equity_etf_with_link,20250630,7224.0,47,302,349
华夏基金,passive_equity_etf_no_link,20241231,5793.0,0,0,0
华夏基金,passive_equity_etf_no_link,20250331,6123.5,0,0,0
华夏基金,passive_equity_etf_no_link,20250630,6454.0,47,257,357
广发基金,passive_equity,20241231,1830.79,0,0,0
广发基金,passive_equity,20250331,1968.1,0,0,0
广发基金,passive_equity,20250630,2105.41,54.92,82.39,137.31
广发基金,fixed_income_plus,20241231,1036.76,0,0,0
广发基金,fixed_income_plus,20250331,1088.59,0,0,0
广发基金,fixed_income_plus,20250630,1140.43,20.74,31.1,51.84
广发基金,fixed_income,20241231,3651.0,0,0,0
广发基金,fixed_income,20250331,3745.5,0,0,0
广发基金,fixed_income,20250630,3840.0,46,30,118
广发基金,fof,20241231,69.0,0,0,0
广发基金,fof,20250331,68.5,0,0,0
广发基金,fof,20250630,68.0,1,3,-5
广发基金,passive_equity_etf_with_link,20241231,1672.52,0,0,0
广发基金,passive_equity_etf_with_link,20250331,1731.06,0,0,0
广发基金,passive_equity_etf_with_link,20250630,1789.6,23.42,35.12,58.54
广发基金,passive_equity_etf_no_link,20241231,1601.94,0,0,0
广发基金,passive_equity_etf_no_link,20250331,1537.87,0,0,0
广发基金,passive_equity_etf_no_link,20250630,1473.79,0,-38.45,-89.71
南方基金,active_equity,20241231,1083.0,0,0,0
南方基金,active_equity,20250331,1072.0,0,0,0
南方基金,active_equity,20250630,1061.0,15,69,-106
南方基金,passive_equity,20241231,1016.45,0,0,0
南方基金,passive_equity,20250331,996.12,0,0,0
南方基金,passive_equity,20250630,975.79,0,-12.2,-28.46
南方基金,fixed_income_plus,20241231,1334.41,0,0,0
南方基金,fixed_income_plus,20250331,1267.69,0,0,0
南方基金,fixed_income_plus,20250630,1200.97,0,-40.03,-93.41
南方基金,fixed_income,20241231,2336.0,0,0,0
南方基金,fixed_income,20250331,2468.5,0,0,0
南方基金,fixed_income,20250630,2601.0,30,20,226
南方基金,fof,20241231,79.0,0,0,0
南方基金,fof,20250331,90.0,0,0,0
南方基金,fof,20250630,101.0,36,2,-15
南方基金,passive_equity_etf_with_link,20241231,696.99,0,0,0
南方基金,passive_equity_etf_with_link,20250331,763.21,0,0,0
南方基金,passive_equity_etf_with_link,20250630,829.42,26.49,39.73,66.21
南方基金,passive_equity_etf_no_link,20241231,588.84,0,0,0
南方基金,passive_equity_etf_no_link,20250331,635.94,0,0,0
南方基金,passive_equity_etf_no_link,20250630,683.05,18.84,28.26,47.11
天弘基金,active_equity,20241231,1160.76,0,0,0
天弘基金,active_equity,20250331,1120.13,0,0,0
天弘基金,active_equity,20250630,1079.5,0,-24.38,-56.88
天弘基金,passive_equity,20241231,1028.1,0,0,0
天弘基金,passive_equity,20250331,1053.8,0,0,0
天弘基金,passive_equity,20250630,1079.5,10.28,15.42,25.7
天弘基金,fixed_income_plus,20241231,827.21,0,0,0
天弘基金,fixed_income_plus,20250331,893.38,0,0,0
天弘基金,fixed_income_plus,20250630,959.56,26.47,39.71,66.18
天弘基金,fixed_income,20241231,323.08,0,0,0
天弘基金,fixed_income,20250331,321.47,0,0,0
天弘基金,fixed_income,20250630,319.85,0,-0.97,-2.26
天弘基金,fof,20241231,35.2,0,0,0
天弘基金,fof,20250331,36.33,0,0,0
天弘基金,fof,20250630,37.45,0.43,0.22,1.6
天弘基金,passive_equity_etf_with_link,20241231,1008.33,0,0,0
天弘基金,passive_equity_etf_with_link,20250331,962.95,0,0,0
天弘基金,passive_equity_etf_with_link,20250630,917.58,0,-27.22,-63.52
天弘基金,passive_equity_etf_no_link,20241231,651.43,0,0,0
天弘基金,passive_equity_etf_no_link,20250331,703.54,0,0,0
天弘基金,passive_equity_etf_no_link,20250630,755.65,20.85,31.27,52.11
富国基金,active_equity,20241231,1674.0,0,0,0
富国基金,active_equity,20250331,1740.0,0,0,0
富国基金,active_equity,20250630,1806.0,50,155,-66
富国基金,passive_equity,20241231,2253.07,0,0,0
富国基金,passive_equity,20250331,2174.21,0,0,0
富国基金,passive_equity,20250630,2095.35,0,-47.31,-110.4
富国基金,fixed_income_plus,20241231,1263.25,0,0,0
富国基金,fixed_income_plus,20250331,1320.1,0,0,0
富国基金,fixed_income_plus,20250630,1376.95,22.74,34.11,56.85
富国基金,fixed_income,20241231,2904.0,0,0,0
富国基金,fixed_income,20250331,2975.5,0,0,0
富国基金,fixed_income,20250630,3047.0,22,25,98
富国基金,fof,20241231,30.0,0,0,0
富国基金,fof,20250331,44.0,0,0,0
富国基金,fof,20250630,58.0,60,2,-32
富国基金,passive_equity_etf_with_link,20241231,2001.18,0,0,0
富国基金,passive_equity_etf_with_link,20250331,1891.11,0,0,0
富国基金,passive_equity_etf_with_link,20250630,1781.05,0,-66.04,-154.09
富国基金,passive_equity_etf_no_link,20241231,1264.44,0,0,0
富国基金,passive_equity_etf_no_link,20250331,1365.59,0,0,0
富国基金,passive_equity_etf_no_link,20250630,1466.75,40.46,60.69,101.15
嘉实基金,active_equity,20241231,1387.0,0,0,0
嘉实基金,active_equity,20250331,1368.5,0,0,0
嘉实基金,active_equity,20250630,1350.0,9,85,-131
嘉实基金,passive_equity,20241231,1782.46,0,0,0
嘉实基金,passive_equity,20250331,1737.89,0,0,0
嘉实基金,passive_equity,20250630,1693.33,0,-26.74,-62.39
嘉实基金,fixed_income_plus,20241231,1787.41,0,0,0
嘉实基金,fixed_income_plus,20250331,1698.04,0,0,0
嘉实基金,fixed_income_plus,20250630,1608.67,0,-53.62,-125.12
嘉实基金,fixed_income,20241231,2683.0,0,0,0
嘉实基金,fixed_income,20250331,2742.5,0,0,0
嘉实基金,fixed_income,20250630,2802.0,27,20,72
嘉实基金,fof,20241231,36.0,0,0,0
嘉实基金,fof,20250331,31.0,0,0,0
嘉实基金,fof,20250630,26.0,0,1,-11
嘉实基金,passive_equity_etf_with_link,20241231,1397.41,0,0,0
嘉实基金,passive_equity_etf_with_link,20250331,1418.37,0,0,0
嘉实基金,passive_equity_etf_with_link,20250630,1439.33,8.38,12.58,20.96
嘉实基金,passive_equity_etf_no_link,20241231,1139.74,0,0,0
嘉实基金,passive_equity_etf_no_link,20250331,1162.54,0,0,0
嘉实基金,passive_equity_etf_no_link,20250630,1185.33,9.12,13.68,22.79
博时基金,active_equity,20241231,641.0,0,0,0
博时基金,active_equity,20250331,645.0,0,0,0
博时基金,active_equity,20250630,649.0,5,38,-34
博时基金,passive_equity,20241231,516.02,0,0,0
博时基金,passive_equity,20250331,482.47,0,0,0
博时基金,passive_equity,20250630,448.93,0,-20.12,-46.96
博时基金,fixed_income_plus,20241231,1236.0,0,0,0
博时基金,fixed_income_plus,20250331,1316.34,0,0,0
博时基金,fixed_income_plus,20250630,1396.68,32.14,48.2,80.34
博时基金,fixed_income,20241231,3966.0,0,0,0
博时基金,fixed_income,20250331,3824.0,0,0,0
博时基金,fixed_income,20250630,3682.0,30,29,-336
博时基金,fof,20241231,5.0,0,0,0
博时基金,fof,20250331,42.5,0,0,0
博时基金,fof,20250630,80.0,0,0,75
博时基金,passive_equity_etf_with_link,20241231,374.11,0,0,0
博时基金,passive_equity_etf_with_link,20250331,377.85,0,0,0
博时基金,passive_equity_etf_with_link,20250630,381.59,1.5,2.24,3.74
博时基金,passive_equity_etf_no_link,20241231,330.79,0,0,0
博时基金,passive_equity_etf_no_link,20250331,322.52,0,0,0
博时基金,passive_equity_etf_no_link,20250630,314.25,0,-4.96,-11.58
汇添富基金,active_equity,20241231,1453.0,0,0,0
汇添富基金,active_equity,20250331,1470.5,0,0,0
汇添富基金,active_equity,20250630,1488.0,10,113,-88
汇添富基金,passive_equity,20241231,664.29,0,0,0
汇添富基金,passive_equity,20250331,704.14,0,0,0
汇添富基金,passive_equity,20250630,744.0,15.94,23.91,39.86
汇添富基金,fixed_income_plus,20241231,372.93,0,0,0
汇添富基金,fixed_income_plus,20250331,399.04,0,0,0
汇添富基金,fixed_income_plus,20250630,425.14,10.44,15.66,26.11
汇添富基金,fixed_income,20241231,1914.0,0,0,0
汇添富基金,fixed_income,20250331,2076.0,0,0,0
汇添富基金,fixed_income,20250630,2238.0,0,16,308
汇添富基金,fof,20241231,68.0,0,0,0
汇添富基金,fof,20250331,65.0,0,0,0
汇添富基金,fof,20250630,62.0,1,3,-10
汇添富基金,passive_equity_etf_with_link,20241231,574.91,0,0,0
汇添富基金,passive_equity_etf_with_link,20250331,603.65,0,0,0
汇添富基金,passive_equity_etf_with_link,20250630,632.4,11.5,17.25,28.75
汇添富基金,passive_equity_etf_no_link,20241231,510.59,0,0,0
汇添富基金,passive_equity_etf_no_link,20250331,515.69,0,0,0
汇添富基金,passive_equity_etf_no_link,20250630,520.8,2.04,3.06,5.11
鹏华基金,passive_equity,20241231,1019.77,0,0,0
鹏华基金,passive_equity,20250331,948.38,0,0,0
鹏华基金,passive_equity,20250630,877,0,-42.83,-99.94
鹏华基金,fixed_income_plus,20241231,451.0,0,0,0
鹏华基金,fixed_income_plus,20250331,451.0,0,0,0
鹏华基金,fixed_income_plus,20250630,451,0.0,0.0,0.0
鹏华基金,fixed_income,20241231,2629.0,0,0,0
鹏华基金,fixed_income,20250331,2656.0,0,0,0
鹏华基金,fixed_income,20250630,2683.0,45,24,-18
鹏华基金,fof,20241231,14.61,0,0,0
鹏华基金,fof,20250331,15.33,0,0,0
鹏华基金,fof,20250630,16.05,0.29,0.43,0.72
鹏华基金,passive_equity_etf_with_link,20241231,443.33,0,0,0
鹏华基金,passive_equity_etf_with_link,20250331,487.67,0,0,0
鹏华基金,passive_equity_etf_with_link,20250630,532,17.73,26.6,44.33
鹏华基金,passive_equity_etf_no_link,20241231,402.59,0,0,0
鹏华基金,passive_equity_etf_no_link,20250331,434.79,0,0,0
鹏华基金,passive_equity_etf_no_link,20250630,467,12.88,19.32,32.21
建信基金,active_equity,20241231,416.98,0,0,0
建信基金,active_equity,20250331,427.41,0,0,0
建信基金,active_equity,20250630,437.83,4.17,6.25,10.42
建信基金,passive_equity,20241231,445.94,0,0,0
建信基金,passive_equity,20250331,423.64,0,0,0
建信基金,passive_equity,20250630,401.35,0,-13.38,-31.22
建信基金,fixed_income_plus,20241231,252.3,0,0,0
建信基金,fixed_income_plus,20250331,244.73,0,0,0
建信基金,fixed_income_plus,20250630,237.16,0,-4.54,-10.6
建信基金,fixed_income,20241231,456.07,0,0,0
建信基金,fixed_income,20250331,437.83,0,0,0
建信基金,fixed_income,20250630,419.59,0,-10.95,-25.54
建信基金,fof,20241231,0.75,0,0,0
建信基金,fof,20250331,11.61,0,0,0
建信基金,fof,20250630,22.47,4.34,6.52,10.86
建信基金,passive_equity_etf_with_link,20241231,275.12,0,0,0
